title,state,date,season,precip_type,number,temperature,dew_point,humidity,visibility,uv_index
Report 16486: Man recalls incident during childhood -- possible vocalizaitons near Split Rock Reservoir Dam,New Jersey,2007-02-01,Spring,NA,16486,29.67,16.17,0.66,9.72,2
Report 21977: Possible Wood Knock Interaction at Wildcat Ridge near Rockaway,New Jersey,2007-11-09,Winter,rain,21977,37.925,31.21,0.83,8.64,2
Report 24928: Possible wood knocks heard near Hibernia Bat Cave/Wildcat Ridge in Rockaway,New Jersey,2009-10-30,Fall,NA,24928,54.22,47.02,0.84,9.68,2
Report 29139: Afternoon sighting while hiking at Mahlon Dickerson Reservation,New Jersey,2013-02-15,Spring,rain,29139,39.27,28.78,0.74,3.03,4
NA,New Jersey,NA,Summer,NA,642,NA,NA,NA,NA,NA
NA,New Jersey,NA,Summer,NA,1556,NA,NA,NA,NA,NA
NA,New Jersey,NA,Summer,NA,7437,NA,NA,NA,NA,NA
Report 12825: Possible vocalizations heard in undeveloped section of Ocean County,New Jersey,2005-11-13,Winter,NA,12825,59.05,48.9,0.79,8.54,3
Report 15062: Possible intimidation in the Pine Barrens,New Jersey,2006-07-27,Summer,rain,15062,80.445,71.5,0.79,8,6
Report 24738: Man recalls incident years before among homes near Brick,New Jersey,2009-01-25,Summer,NA,24738,24.435,3.16,0.43,10,3
Report 56480: Men have early morning sighting on way to job site near Manchester,New Jersey,2016-11-21,Fall,NA,56480,40.15,21.93,0.5,10,2
Report 59280: Couple have possible daytime encounter in the Pine Barrens near the town of Brown Mills,New Jersey,2018-04-07,Spring,NA,59280,38.175,27.24,0.51,10,4
Report 10918: Hunter has early morning encounter 8 miles north of Riverdale,New Jersey,2005-12-10,Fall,NA,10918,25.915,17.68,0.69,9.6,2
Report 16248: Possible vocalization heard by fisherman at Monksville Reservoir,New Jersey,2007-01-15,Summer,rain,16248,39.33,38.32,1,2.51,2
Report 40462: Night time road crossing near Woodstown,New Jersey,2012-12-29,Winter,snow,40462,33.35,28.17,0.83,2.76,2
Report 63569: Teens observe a Bigfoot in daylight on a gas line route between Hillsborough and East Amwell townships,New Jersey,2008-07-25,Summer,rain,63569,73.705,58.13,0.64,9.916,9
Report 7185: Teens have scary encounter in abandoned creamery near Sussex,New Jersey,1976-10-18,Fall,NA,7185,NA,NA,NA,NA,NA
Report 29336: Recollection of a late night road crossing while driving near Branchville,New Jersey,1977-07-09,Summer,NA,29336,NA,NA,NA,NA,NA
NA,New Jersey,NA,Summer,NA,1505,NA,NA,NA,NA,NA
Report 34572: Man recalls hearing strange howls while camping in High Point State Park,New Jersey,1990-06-15,Summer,rain,34572,NA,59.9,0.85,3.98,5
Report 39639: Campers retreat to their vehicles due to a loud unknown vocalization near High Point State Park,New Jersey,1991-07-01,Summer,rain,39639,NA,45.05,0.43,9.69,7
Report 22192: Possible screams and stalking heard by seven campers out Newton,New Jersey,1995-02-01,Winter,rain,22192,NA,26.39,0.63,9.79,2
"Report 16701: Nighttime encounter at a garbage dumpster in Hamburg, near the Delware Water Gap.",New Jersey,1997-11-15,Fall,snow,16701,NA,28.9,0.86,9.68,2
NA,New Jersey,NA,Spring,NA,1558,NA,NA,NA,NA,NA
NA,New Jersey,NA,Spring,NA,15292,NA,NA,NA,NA,NA
NA,New Jersey,NA,Summer,NA,45098,NA,NA,NA,NA,NA
Report 49096: Campers have possible encounter while staying in High Point State Park,New Jersey,2015-06-23,Summer,rain,49096,70.38499999999999,67.94,0.91,9.54,10
Report 39329: Trio remember observing a tall biped figure by a golf course in Vernon,New Jersey,2015-10-02,Fall,rain,39329,46.775,44.1,0.86,9.92,4
Report 48988: Possible daylight sighting by a young girl catching frogs at Pleasant Acres Campground,New Jersey,2016-03-05,Summer,NA,48988,29.135,14.16,0.58,10,5
Report 48403: Farmer hears possible nighttime vocalizations outside Errol,New Hampshire,2014-09-15,Fall,NA,48403,50.92,38.51,0.78,8.03,6
NA,New Hampshire,NA,Winter,NA,9009,NA,NA,NA,NA,NA
NA,New Hampshire,NA,Spring,NA,51934,NA,NA,NA,NA,NA
Report 52031: Family reports strange ongoing activity near Greenville,New Hampshire,2016-07-08,Spring,NA,52031,63.834999999999994,60.74,0.87,8.9,5
Report 48354: Woman recalls scary night while at a Girl Scout campground in Bear Brook State Park,New Hampshire,1970-10-31,Fall,NA,48354,42.88,30.57,0.76,9.55,2
Report 1975: Couples hears late night scream in Loudon,New Hampshire,2001-01-10,Winter,snow,1975,14.84,1.84,0.55,10,2
NA,New Jersey,NA,Spring,NA,51500,NA,NA,NA,NA,NA
NA,New Jersey,NA,Fall,NA,1429,NA,NA,NA,NA,NA
Report 66089: Night time sighting on I-25 within Bosque del Apache National Wildlife Refuge,New Mexico,1986-12-24,Winter,NA,66089,NA,33.02,0.9,NA,3
NA,New Mexico,NA,Summer,NA,5535,NA,NA,NA,NA,NA
"Report 43399: Scientist skeptic has early morning encounter behind gas station near Las Vegas, NM",New Mexico,2013-10-18,Fall,NA,43399,40.79,19.86,0.43,10,6
NA,New Mexico,NA,Summer,NA,490,NA,NA,NA,NA,NA
Report 20011: Hunters experience powerfull knocks on camper and hear vocalizations outside Jicarilla Indian Reservation,New Mexico,1982-01-11,Fall,NA,20011,NA,NA,NA,NA,NA
NA,New Mexico,NA,Fall,NA,8417,NA,NA,NA,NA,NA
Report 10266: Witness sees unknown animal cross dirt road near New Mexico State Route 264,New Mexico,2002-09-17,Fall,rain,10266,64.69999999999999,39.32,0.44,9.79,8
NA,New Mexico,NA,Summer,NA,28218,NA,NA,NA,NA,NA
NA,New Mexico,NA,Fall,NA,9992,NA,NA,NA,NA,NA
NA,New Mexico,NA,Fall,NA,3461,NA,NA,NA,NA,NA
Report 10349: Motorist has nighttime sighting below Raton Pass,New Mexico,2005-01-23,Winter,NA,10349,44.629999999999995,19.71,0.52,10,3
Report 3455: Two security guards see a creature outside of Gold Hill,Nevada,1980-09-15,Summer,NA,3455,55.135,33.98,0.5,10,6
Report 20780: Hikers spot a dark figure walking on a snowy mountainside near Winnemucca,Nevada,2005-02-15,Winter,NA,20780,20.48,19.28,0.95,NA,0
Report 12994: Man observes creature walking across road.,New Mexico,2005-11-03,Fall,NA,12994,48.065,26.18,0.38,NA,0
"Report 28964: Motorist has close-range encounter with large, hairy biped south of Thoreau",New Mexico,2011-03-07,Winter,rain,28964,35.72,19.64,0.45,NA,0
Report 34460: A large biped seen in headlights on a moonlit night in the Chuska Mountains,New Mexico,2011-07-16,Summer,NA,34460,66.11,32.53,0.3,10,11
NA,New Mexico,NA,Fall,NA,9918,NA,NA,NA,NA,NA
NA,New Mexico,NA,Summer,NA,537,NA,NA,NA,NA,NA
Report 1918: Nighttime sightings on Mescalero IR,New Mexico,2001-08-06,Summer,rain,1918,69.825,41.44,0.36,10,12
NA,New Mexico,NA,Summer,NA,3895,NA,NA,NA,NA,NA
Report 10126: Possible night time sighting by a resident in the Carrizo neighborhood of Mescalero IR,New Mexico,2004-06-02,Spring,NA,10126,66.78999999999999,16.19,0.14,10,12
NA,New Mexico,NA,Summer,NA,7823,NA,NA,NA,NA,NA
Report 10114: A few witnesses see something reach through an open window in Mescalero N.M.,New Mexico,2004-07-26,Summer,rain,10114,59.7,53.67,0.83,9.2,9
NA,New Mexico,NA,Summer,NA,9228,NA,NA,NA,NA,NA
"Report 23585: Mescalero Reservation resident sees silhouetted figure swaying at window, large footprints outside house",New Mexico,2008-03-12,Winter,NA,23585,47.489999999999995,7.24,0.23,10,7
Report 8409: Sasquatch reaches into tent of adult camper,New Mexico,1983-05-07,Spring,NA,8409,NA,NA,NA,NA,NA
NA,New Mexico,NA,Fall,NA,1553,NA,NA,NA,NA,NA
Report 11526: Water hauler has late night encounter,New Mexico,2004-12-15,Winter,NA,11526,36.620000000000005,20.43,0.68,7.97,3
Report 11109: Close range night time sighting by water hauler near Gobernador (on BLM land).,New Mexico,2005-01-10,Winter,rain,11109,44.239999999999995,35.35,0.83,NA,0
Report 11976: Vocalizations heard near Dulce,New Mexico,2005-06-21,Summer,rain,11976,71.25999999999999,37.06,0.33,NA,4
Report 12418: Various sounds heard during the BFRO's Jemez Mts. expedition.,New Mexico,2005-08-11,Summer,rain,12418,66.72999999999999,51.66,0.65,NA,1
Report 69437: Possible Sasquatch wood knocks in forested riverbed beside Chama during lockdown,New Mexico,2020-07-20,Summer,rain,69437,67.47999999999999,47.08,0.54,10,11
NA,New Mexico,NA,Summer,NA,491,NA,NA,NA,NA,NA
Report 12542: River guide sees skinny bigfoot at dusk,New Mexico,2002-03-16,Spring,snow,12542,32.42,4.32,0.32,9.64,5
Report 4538: Early evening sighting in meadow near Narbona Pass in the Chuska Mountains,New Mexico,2002-06-15,Spring,NA,4538,NA,NA,NA,NA,NA
Report 11589: Mother and daughter see creature from the road,New Mexico,2003-10-19,Fall,NA,11589,NA,NA,NA,NA,NA
"Report 12271: Possible visitation at a camp, 10 miles northeast of Whiskey Lake.",New Mexico,2005-08-06,Summer,rain,12271,61.375,50.38,0.72,NA,0
Report 12915: Zoologist hears wood knocking.,New Mexico,2005-10-11,Fall,NA,12915,NA,29.55,0.83,NA,0
Report 26414: Daytime sighting by two men while driving near Narbona Pass,New Mexico,2009-05-12,Spring,NA,26414,57.735,18.44,0.21,10,11
NA,New Jersey,NA,Summer,NA,1427,NA,NA,NA,NA,NA
NA,New Jersey,NA,Spring,NA,1428,NA,NA,NA,NA,NA
"Report 14143: Night sighting by motorists near Garden State Parkway, exit 52",New Jersey,1998-07-15,Summer,NA,14143,78.015,66.51,0.71,8.28,5
Report 11168: Late night sighting by motorists in Crosswicks,New Jersey,2005-12-10,Fall,snow,11168,27.85,18.72,0.68,8.82,2
"Report 10249: Night time sighting in Wharton State Forest, within five miles of Batsto",New Jersey,2005-12-23,Fall,NA,10249,40.870000000000005,24.79,0.59,9.48,2
Report 13515: Late afternoon sighting in the Pine Barrens,New Jersey,2006-03-09,Winter,NA,13515,51.03,35.95,0.66,8.9,4
Report 14232: Possible Nightime Encounter In Wharton State Forest,New Jersey,2006-04-07,Fall,rain,14232,61.75,43.44,0.72,9.3,5
NA,New Jersey,NA,Fall,NA,23784,NA,NA,NA,NA,NA
NA,New Jersey,NA,Winter,NA,50025,NA,NA,NA,NA,NA
NA,New Jersey,NA,Spring,NA,55552,NA,NA,NA,NA,NA
Report 45903: Camper has nightime intimidation encounter in the Pine Barrens,New Jersey,2013-05-18,Spring,rain,45903,60.41,52.09,0.78,3.75,6
Report 63235: Motorist spots juvenile sasquatch near Speedwell entrance to Franklin Parker Preserve,New Jersey,2019-06-20,Summer,rain,63235,77.185,72.68,0.91,7.005,6
NA,New Jersey,NA,Summer,NA,45647,NA,NA,NA,NA,NA
NA,New Jersey,NA,Summer,NA,55413,NA,NA,NA,NA,NA
Report 55961: Men see upright creature walking in front of a home at dusk near Ocean City,New Jersey,2016-11-16,Fall,rain,55961,53.51,39.74,0.69,9.86,3
Report 22386: Daylight sighting by Reno police officer and two friends on Boundary Peak Mtn.,Nevada,2004-10-15,Summer,NA,22386,42.435,10.43,0.29,NA,0
Report 5909: Two Hikers Have Close Encounter Near Genoa,Nevada,1984-09-15,Fall,rain,5909,NA,34.29,0.29,10,8
"Report 26566: Man observes tall, white hair-covered creature during a family gathering near Lake Ontario",New York,2003-09-20,Fall,rain,26566,60.379999999999995,52.06,0.67,10,5
NA,New York,NA,Spring,NA,2405,NA,NA,NA,NA,NA
NA,New York,NA,Winter,NA,8064,NA,NA,NA,NA,NA
Report 7890: Two hunters experience vocalizations and encounter very large unknown animal,New York,2001-01-01,Winter,snow,7890,13.235,10.44,0.8,6.71,1
NA,New York,NA,Fall,NA,25631,NA,NA,NA,NA,NA
Report 1450: Motorists and firefighters observe a sasquatch darting across Rt. 224 SE of Odessa,New York,1999-09-13,Fall,rain,1450,68.16499999999999,52.91,0.67,9.997,6
NA,New York,NA,Winter,NA,5022,NA,NA,NA,NA,NA
NA,New York,NA,Summer,NA,5685,NA,NA,NA,NA,NA
Report 11841: Two young boys see crouching animal,New York,1980-08-21,Summer,rain,11841,64.41,57.86,0.8,9.87,4
Report 13874: Old sighting (1973) and recent vocalizations (2005/06) on the outskirts of Maryland (town),New York,1973-08-01,Summer,NA,13874,NA,NA,NA,NA,NA
NA,New York,NA,Winter,NA,3614,NA,NA,NA,NA,NA
"Report 11089: Two young boys experience powerful, high-pitched vocalization",New York,1992-05-01,Spring,NA,11089,NA,NA,NA,NA,NA
NA,New York,NA,Summer,NA,4799,NA,NA,NA,NA,NA
Report 18122: Morning sighting by motorist at railroad crossing near Median,New York,1997-04-15,Spring,NA,18122,46.16,23.99,0.5,10,7
"Report 7939: Powerful vocalizations heard near town of Albion, NY",New York,2002-08-22,Summer,rain,7939,74.14500000000001,64.99,0.79,8.33,4
Report 11688: Husband and wife see animal near garbage dump,New York,2003-01-15,Winter,snow,11688,NA,12.18,0.56,NA,0
NA,New York,NA,Fall,NA,5326,NA,NA,NA,NA,NA
NA,New York,NA,Summer,NA,1597,NA,NA,NA,NA,NA
Report 12388: Women sees tall animal pass by her bedroom window in morning daylight (8:00 AM).,New York,2004-05-31,Spring,rain,12388,55.05,46.47,0.89,NA,0
"Report 15144: Possible red eyeshine in woods near Garrison, New York",New York,2004-09-20,Summer,NA,15144,58.620000000000005,46.42,0.78,10,6
Report 65469: Knocks heard from Great Croton Swamp south of Pawling,New York,2020-05-17,Spring,rain,65469,61.15,48.73,0.69,10,7
NA,New York,NA,Winter,NA,4508,NA,NA,NA,NA,NA
NA,New York,NA,Winter,NA,8187,NA,NA,NA,NA,NA
NA,New York,NA,Fall,NA,5703,NA,NA,NA,NA,NA
Report 28105: Two fishermen frightened after dark on Lake Kanawauke,New York,2015-08-06,Summer,NA,28105,67.66499999999999,55.81,0.68,10,8
Report 25661: Wood knocks heard and tracks found near Canton,New York,2009-03-18,Spring,rain,25661,42.545,35.98,0.67,7.21,0
Report 13662: Daylight sighting near a railroad bed and the Canisteo River,New York,1980-04-21,Spring,NA,13662,NA,NA,NA,NA,NA
NA,New York,NA,Fall,NA,2630,NA,NA,NA,NA,NA
NA,New York,NA,Summer,NA,4643,NA,NA,NA,NA,NA
NA,New York,NA,Fall,NA,5515,NA,NA,NA,NA,NA
Report 19836: Campers describe incidents over 3-4 hours with unseen animal near their camp outside Prattsburgh,New York,2003-11-09,Fall,snow,19836,24.41,17.21,0.81,10,3
Report 68932: Resident observes a sasquatch near homes at 2-3am on the outskirts of Bath,New York,2012-11-15,Fall,snow,68932,32.945,24.02,0.83,9.354,2
Report 10136: Close roadside observation of female upright animal along country road,New York,2001-10-22,Fall,rain,10136,49.21,44.82,0.77,9.16,3
Report 7514: Video footage shot at dusk shows a primate in a tree in the background.,New York,1997-05-23,Spring,rain,7514,54.885000000000005,38.1,0.55,10,9
NA,New York,NA,Summer,NA,59664,NA,NA,NA,NA,NA
NA,New York,NA,Fall,NA,3298,NA,NA,NA,NA,NA
NA,New York,NA,Summer,NA,1598,NA,NA,NA,NA,NA
NA,New York,NA,Summer,NA,1599,NA,NA,NA,NA,NA
NA,New York,NA,Spring,NA,2557,NA,NA,NA,NA,NA
"Report 20363: Campers describe a possible approach to a camp near Lake George, Adirondacks",New York,2001-08-15,Summer,rain,20363,64.88,53.11,0.73,9.48,8
Report 15565: Possible vocalizaitons heard approx. two miles from Sabbath Day Point,New York,2002-05-11,Spring,rain,15565,54.120000000000005,29.09,0.47,10,9
NA,New York,NA,Summer,NA,6233,NA,NA,NA,NA,NA
Report 15566: Possible vocalizations heard near Sabbath Day Point,New York,2006-03-31,Spring,NA,15566,59.084999999999994,31.7,0.54,9.79,7
Report 16540: Possible stalking of hikers on Prospect Mt. near Lake George,New York,2006-11-26,Summer,NA,16540,41,31.32,0.82,9.58,2
Report 21488: Female hiker describes rocks being thrown at her and female companion near Sabbath Day Point,New York,2007-08-18,Summer,rain,21488,52.385000000000005,45.62,0.81,9.95,8
Report 26338: Possible vocalizations heard by campers In Lake Luzerne area,New York,2009-07-26,Summer,rain,26338,70.25,67.01,0.89,6.38,9
Report 59838: Motorist sighting at night approx 2 miles from NY/VT state line outside Whitehall,New York,2018-08-07,Summer,rain,59838,78.635,69.18,0.8,5.73,8
NA,New York,NA,Winter,NA,2704,NA,NA,NA,NA,NA
NA,New York,NA,Winter,NA,1601,NA,NA,NA,NA,NA
Report 15398: Possible tracks & smell noticed by hunter at Black Mountain outside Whitehall,New York,1999-11-01,Fall,rain,15398,50.64,39.5,0.74,10,3
NA,New York,NA,Summer,NA,1603,NA,NA,NA,NA,NA
NA,New York,NA,Summer,NA,70,NA,NA,NA,NA,NA
NA,New York,NA,Fall,NA,9723,NA,NA,NA,NA,NA
Report 55727: Married couple has possible daytime sighting while boating on Lake George,New York,2015-06-17,Spring,NA,55727,62.870000000000005,52.56,0.7,10,10
Report 65975: Afternoon sighting by dog walker in Whitehall,New York,2019-06-12,Summer,NA,65975,65.17,46.51,0.59,5.591,10
NA,New York,NA,Summer,NA,2144,NA,NA,NA,NA,NA
Report 7368: Morning sighting by deer hunter near Naples,New York,2006-10-07,Fall,NA,7368,51.8,36.35,0.71,8.42,5
Report 57998: Strange occurrences remembered that happened at a golf course in Syracuse,New York,2017-10-06,Summer,rain,57998,63.83,55.94,0.88,9.85,3
Report 27035: Man recounts childhood incident at his home on Oneida Lake,New York,1972-10-28,Fall,rain,27035,55.065,46.11,0.82,5.18,2
Report 12709: Daylight sighting by hiker outside Middleport,New York,2002-09-21,Fall,rain,12709,65.905,63.58,0.76,9.81,4
NA,New York,NA,Fall,NA,1525,NA,NA,NA,NA,NA
NA,New York,NA,Summer,NA,454,NA,NA,NA,NA,NA
NA,New York,NA,Summer,NA,6700,NA,NA,NA,NA,NA
NA,New York,NA,Summer,NA,1524,NA,NA,NA,NA,NA
Report 22561: Man recalls childhood observation - large tracks with long stride in snow - near Mayfield,New York,1966-01-15,Winter,NA,22561,NA,NA,NA,NA,NA
NA,New York,NA,Summer,NA,1522,NA,NA,NA,NA,NA
NA,New York,NA,Summer,NA,1520,NA,NA,NA,NA,NA
Report 11630: Dusk and evening sightings around Stissing Mountain,New York,1985-05-01,Spring,rain,11630,60.91,42.63,0.48,10,8
NA,New York,NA,Fall,NA,1453,NA,NA,NA,NA,NA
NA,New York,NA,Winter,NA,1451,NA,NA,NA,NA,NA
NA,New York,NA,Spring,NA,5245,NA,NA,NA,NA,NA
Report 8953: Multiple observations over three year span,New York,2003-03-01,Winter,NA,8953,NA,NA,NA,NA,NA
Report 14373: Possible daylight stalking and knocking heard by hunter near Deposit,New York,2005-10-01,Fall,NA,14373,57.33,44.3,0.81,NA,0
Report 23856: Campers hear and see possible bigfoot pass by tents on Nuclear Lake,New York,2007-07-15,Summer,rain,23856,72.55,64.6,0.81,8.34,8
Report 26205: Young adult has daylight visual encounter of bipedal creature while driving near Rhinebeck,New York,2010-02-15,Summer,NA,26205,34.6,20.25,0.59,9.86,3
Report 43285: Bow hunter with binoculars observes a tall Bigfoot with a smaller one near Amenia,New York,2013-11-09,Fall,NA,43285,41.864999999999995,28.57,0.68,10,2
